month,day,release
8,16,5.671
8,17,4.63
8,18,3.935
8,19,2.951
8,20,3.299
8,21,0.81
8,22,1.042
8,23,3.356
8,24,3.472
8,25,5.035
8,26,4.514
8,27,3.993
8,28,2.199
8,29,1.389
8,30,3.241
8,31,3.53
9,1,4.34
9,2,0.81
9,3,2.662
9,4,3.588
9,5,4.977
9,6,6.192
9,7,5.613
9,8,6.019
9,9,6.539
9,10,6.481
9,11,4.803
9,12,3.241
9,13,0.926
9,14,2.488
9,15,3.935
9,16,1.736
9,17,0.81
9,18,3.935
9,19,1.273
9,20,0.579
9,21,0.579
9,22,0.463
9,23,0.463
9,24,1.562
9,25,1.157
9,26,1.042
9,27,1.215
9,28,0.868
9,29,0.984
9,30,1.736
10,1,0.81
10,2,2.083
10,3,0.984
10,4,1.215
10,5,2.836
10,6,2.836
10,7,4.109
10,8,4.572
10,9,4.63
10,10,7.002
10,11,5.671
10,12,5.729
10,13,5.729
10,14,3.588
10,15,3.935
10,16,4.861
10,17,4.919
10,18,4.514
10,19,3.53
10,20,3.53
10,21,5.498
10,22,5.266
10,23,2.546
10,24,3.935
10,25,3.299
10,26,2.431
10,27,4.456
10,28,3.53
10,29,1.562
10,30,1.215
10,31,0.579
11,1,0.579
11,2,0.81
11,3,0.463
11,4,0.752
11,5,0.926
11,6,0.984
11,7,1.389
11,8,1.215
11,9,1.447
11,10,1.736
11,11,0.81
11,12,0.521
11,13,0.463
11,14,0.463
11,15,0.463
11,16,0.463
11,17,0.463
11,18,0.463
11,19,0.463
11,20,0.463
11,21,0.463
11,22,0.463
11,23,0.463
11,24,0.463
11,25,0.463
11,26,0.463
11,27,0.463
11,28,0.463
11,29,0.463
11,30,0.463
12,1,0.463
12,2,0.463
12,3,0.463
12,4,0.463
12,5,0.463
12,6,0.463
12,7,0.463
12,8,0.463
12,9,0.463
12,10,0.463
12,11,0.463
12,12,0.463
12,13,0.463
12,14,0.463
12,15,0.463
12,16,0.463
12,17,0.463
12,18,0.463
12,19,0.463
12,20,0.463
12,21,0.463
12,22,0.463
12,23,0.463
12,24,0.463
12,25,0.463
12,26,0.463
12,27,0.463
12,28,0.463
12,29,0.463
12,30,0.463
12,31,0.463
