OID,SUBBASIN,WUPND1,WUPND2,WUPND3,WUPND4,WUPND5,WUPND6,WUPND7,WUPND8,WUPND9,WUPND10,WUPND11,WUPND12,WURCH1,WURCH2,WURCH3,WURCH4,WURCH5,WURCH6,WURCH7,WURCH8,WURCH9,WURCH10,WURCH11,WURCH12,WUSHAL1,WUSHAL2,WUSHAL3,WUSHAL4,WUSHAL5,WUSHAL6,WUSHAL7,WUSHAL8,WUSHAL9,WUSHAL10,WUSHAL11,WUSHAL12,WUDEEP1,WUDEEP2,WUDEEP3,WUDEEP4,WUDEEP5,WUDEEP6,WUDEEP7,WUDEEP8,WUDEEP9,WUDEEP10,WUDEEP11,WUDEEP12
292,292,0,0,0,0,0,0,0,0,0,0,0,0,0.00626,0.00671,0.00617,0.00636,0.00712,0.00677,0.00622,0.0062,0.00644,0.00607,0.00646,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,0,0,0,0,0,0,0,0,0,0,0,0,0.01596,0.01704,0.01595,0.01761,0.01903,0.01787,0.01594,0.01582,0.01605,0.01551,0.01649,0.01606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,0,0,0,0,0,0,0,0,0,0,0,0,0.05254,0.0571,0.05251,0.05434,0.05608,0.05589,0.05251,0.05237,0.05379,0.05201,0.05429,0.05265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,295,0,0,0,0,0,0,0,0,0,0,0,0,0.02707,0.02894,0.02662,0.03248,0.03118,0.02939,0.02686,0.02676,0.02782,0.02613,0.0279,0.02658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,296,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0.00924,0.0086,0.01044,0.00991,0.00947,0.00859,0.00854,0.0087,0.00841,0.00889,0.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,0,0,0,0,0,0,0,0,0,0,0,0,0.01023,0.011,0.0101,0.01178,0.01142,0.01098,0.01017,0.01014,0.01052,0.00996,0.01055,0.01009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,298,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0.00095,0.00086,0.00118,0.00097,0.00096,0.00088,0.00088,0.00091,0.00087,0.00092,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,0,0,0,0,0,0,0,0,0,0,0,0,0.02127,0.02287,0.02126,0.0245,0.02438,0.02337,0.02125,0.02112,0.02153,0.02082,0.02198,0.02137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0.00122,0.0011,0.00351,0.00124,0.00122,0.00113,0.00113,0.00117,0.00111,0.00118,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,301,0,0,0,0,0,0,0,0,0,0,0,0,0.04414,0.04793,0.04348,0.04798,0.04855,0.04797,0.0445,0.04443,0.04593,0.04384,0.0464,0.04421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,302,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0.00209,0.00192,0.0021,0.00233,0.00216,0.00195,0.00194,0.00202,0.00188,0.00203,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,303,0,0,0,0,0,0,0,0,0,0,0,0,0.01195,0.01284,0.01188,0.01342,0.01343,0.01306,0.01192,0.01189,0.01217,0.01169,0.01237,0.01199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,0,0,0,0,0,0,0,0,0,0,0,0,0.02232,0.02431,0.02203,0.02292,0.02404,0.02401,0.02249,0.02247,0.02325,0.02223,0.02342,0.02234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0.00403,0.00364,0.00396,0.00416,0.00408,0.00376,0.00375,0.00389,0.00369,0.00393,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,306,0,0,0,0,0,0,0,0,0,0,0,0,0.00912,0.0099,0.00912,0.0094,0.00979,0.00973,0.00911,0.00909,0.00933,0.00902,0.00942,0.00914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,307,0,0,0,0,0,0,0,0,0,0,0,0,0.00173,0.00183,0.00169,0.00217,0.00208,0.00191,0.00171,0.0017,0.00177,0.00165,0.00178,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,308,0,0,0,0,0,0,0,0,0,0,0,0,0.03727,0.04002,0.03726,0.03724,0.04299,0.04108,0.03723,0.037,0.03769,0.03643,0.0385,0.03745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,309,0,0,0,0,0,0,0,0,0,0,0,0,0.03023,0.03238,0.02978,0.03638,0.03451,0.03273,0.03002,0.02991,0.03106,0.02927,0.03117,0.02974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,310,0,0,0,0,0,0,0,0,0,0,0,0,0.00111,0.00119,0.00111,0.00117,0.00131,0.00124,0.00111,0.0011,0.00112,0.00108,0.00115,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,0,0,0,0,0,0,0,0,0,0,0,0,0.00738,0.00795,0.00738,0.00832,0.00833,0.00805,0.00737,0.00734,0.00749,0.00724,0.00762,0.00741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0.00155,0.0014,0.00176,0.0016,0.00157,0.00145,0.00145,0.0015,0.00142,0.00152,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,313,0,0,0,0,0,0,0,0,0,0,0,0,0.02357,0.02525,0.02356,0.02566,0.02756,0.02614,0.02354,0.02338,0.02378,0.02298,0.02435,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,314,0,0,0,0,0,0,0,0,0,0,0,0,0.02612,0.02787,0.02566,0.02828,0.03037,0.02846,0.02589,0.02578,0.02681,0.02517,0.02694,0.02564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,315,0,0,0,0,0,0,0,0,0,0,0,0,0.05089,0.05474,0.05025,0.05524,0.05686,0.05465,0.05059,0.05044,0.05237,0.04954,0.05249,0.05019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,316,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.00173,0.00158,0.00158,0.00173,0.0017,0.00159,0.00159,0.00164,0.00157,0.00165,0.00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,317,0,0,0,0,0,0,0,0,0,0,0,0,0.0117,0.01257,0.01155,0.01344,0.01311,0.01259,0.01163,0.01159,0.01202,0.01138,0.01206,0.01154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0.00172,0.00161,0.0017,0.00191,0.0018,0.00161,0.0016,0.00162,0.00157,0.00167,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,319,0,0,0,0,0,0,0,0,0,0,0,0,0.00721,0.00782,0.00706,0.00768,0.00806,0.00792,0.0073,0.00729,0.00754,0.00716,0.00762,0.00722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,320,0,0,0,0,0,0,0,0,0,0,0,0,0.00424,0.00452,0.00424,0.00573,0.00507,0.00475,0.00423,0.0042,0.00426,0.00412,0.00438,0.00427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,321,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0.00489,0.00451,0.00538,0.00546,0.00505,0.00456,0.00453,0.00472,0.00441,0.00474,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,322,0,0,0,0,0,0,0,0,0,0,0,0,0.00694,0.00754,0.00682,0.02607,0.00767,0.00757,0.00701,0.007,0.00724,0.0069,0.00733,0.00695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,323,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0.01471,0.01379,0.0156,0.01658,0.0155,0.01378,0.01367,0.01386,0.01339,0.01425,0.01389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,324,0,0,0,0,0,0,0,0,0,0,0,0,0.01814,0.01976,0.01791,0.01925,0.01945,0.01946,0.01826,0.01825,0.01888,0.01806,0.01902,0.01815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,325,0,0,0,0,0,0,0,0,0,0,0,0,0.01229,0.01344,0.01222,0.01186,0.01268,0.01291,0.01232,0.01232,0.01274,0.01226,0.01278,0.01229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,326,0,0,0,0,0,0,0,0,0,0,0,0,0.22332,0.2411,0.22324,0.2351,0.24822,0.2415,0.2226,0.22156,0.22652,0.21953,0.23069,0.22412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,327,0,0,0,0,0,0,0,0,0,0,0,0,0.07443,0.08033,0.07441,0.07464,0.0831,0.08075,0.07431,0.07396,0.07559,0.07314,0.07689,0.07471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.00237,0.00219,0.00262,0.00272,0.00248,0.00222,0.00221,0.0023,0.00214,0.00231,0.00219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329,0,0,0,0,0,0,0,0,0,0,0,0,0.01926,0.02095,0.01897,0.02051,0.02095,0.02083,0.01943,0.01941,0.02009,0.01916,0.02025,0.01928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,330,0,0,0,0,0,0,0,0,0,0,0,0,0.03164,0.03444,0.0312,0.03313,0.0342,0.0341,0.0319,0.03186,0.03297,0.03149,0.03322,0.03167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,331,0,0,0,0,0,0,0,0,0,0,0,0,0.00874,0.00948,0.00857,0.00929,0.00973,0.00957,0.00884,0.00883,0.00914,0.00868,0.00923,0.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332,0,0,0,0,0,0,0,0,0,0,0,0,0.02488,0.02705,0.02448,0.02566,0.02716,0.02696,0.02511,0.02508,0.02596,0.02474,0.02617,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,333,0,0,0,0,0,0,0,0,0,0,0,0,0.02683,0.02914,0.02636,0.0294,0.02958,0.02924,0.02711,0.02707,0.02803,0.02667,0.02829,0.02686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,334,0,0,0,0,0,0,0,0,0,0,0,0,0.01834,0.01962,0.01833,0.0201,0.02165,0.02044,0.01832,0.01818,0.01847,0.01785,0.01894,0.01845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,335,0,0,0,0,0,0,0,0,0,0,0,0,1.91956,3.70844,3.01524,0.67674,5.15594,12.14219,31.59319,71.3743,158.11831,166.56246,122.34903,13.69972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,336,0,0,0,0,0,0,0,0,0,0,0,0,0.06515,0.07074,0.06491,0.06761,0.06912,0.06927,0.06507,0.065,0.06689,0.06445,0.06741,0.06525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,0,0,0,0,0,0,0,0,0,0,0,0,0.00855,0.00914,0.00854,0.01078,0.01013,0.00954,0.00854,0.00847,0.00861,0.00832,0.00883,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,338,0,0,0,0,0,0,0,0,0,0,0,0,0.04359,0.04714,0.04322,0.04464,0.04868,0.04754,0.04378,0.04363,0.04484,0.04303,0.04547,0.04371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,0,0,0,0,0,0,0,0,0,0,0,0,0.02899,0.03146,0.02864,0.02956,0.03186,0.03145,0.02919,0.02913,0.03006,0.02875,0.03037,0.02904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,0,0,0,0,0,0,0,0,0,0,0,0,0.0164,0.01758,0.01639,0.02088,0.01907,0.01814,0.01638,0.01627,0.01656,0.016,0.01694,0.01648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,0,0,0,0,0,0,0,0,0,0,0,0,0.03678,0.03967,0.03654,0.03787,0.04164,0.04032,0.03689,0.03673,0.03764,0.03618,0.03827,0.03691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,0,0,0,0,0,0,0,0,0,0,0,0,0.32244,0.30849,0.58112,0.3171,39.88961,76.0613,88.09598,224.02629,360.96947,491.62631,404.52063,51.78451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,343,0,0,0,0,0,0,0,0,0,0,0,0,0.03423,0.03722,0.0337,0.03964,0.03736,0.03709,0.03455,0.0345,0.03572,0.03405,0.03601,0.03426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,344,0,0,0,0,0,0,0,0,0,0,0,0,0.01061,0.01151,0.0104,0.0113,0.01186,0.01165,0.01074,0.01072,0.0111,0.01054,0.01122,0.01062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345,0,0,0,0,0,0,0,0,0,0,0,0,0.01194,0.01281,0.01194,0.01282,0.01385,0.01319,0.01193,0.01185,0.01206,0.01166,0.01234,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,346,0,0,0,0,0,0,0,0,0,0,0,0,0.0374,0.04029,0.03739,0.04316,0.04225,0.04082,0.03736,0.03717,0.03795,0.03668,0.03863,0.03755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,347,0,0,0,0,0,0,0,0,0,0,0,0,0.01858,0.02019,0.01826,0.02052,0.02048,0.02024,0.01877,0.01875,0.01941,0.01847,0.01959,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,348,0,0,0,0,0,0,0,0,0,0,0,0,0.02084,0.0224,0.02083,0.02487,0.02389,0.0229,0.02082,0.02069,0.02109,0.02039,0.02153,0.02094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,0,0,0,0,0,0,0,0,0,0,0,0,0.21033,0.23059,0.20999,0.19807,0.21234,0.21845,0.21054,0.21051,0.21757,0.21022,0.21776,0.21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,350,0,0,0,0,0,0,0,0,0,0,0,0,0.53732,0.58899,0.53632,0.50672,0.54313,0.55843,0.53791,0.53783,0.55587,0.53698,0.55642,0.53738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,351,0,0,0,0,0,0,0,0,0,0,0,0,0.01713,0.01832,0.01712,0.01806,0.02022,0.01908,0.01711,0.01698,0.01725,0.01667,0.01769,0.01723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,352,0,0,0,0,0,0,0,0,0,0,0,0,0.1462,0.16012,0.1457,0.13926,0.14911,0.15267,0.14649,0.14645,0.15139,0.14603,0.15167,0.14623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,353,0,0,0,0,0,0,0,0,0,0,0,0,0.01355,0.01475,0.01336,0.02021,0.01466,0.01462,0.01366,0.01365,0.01413,0.01349,0.01423,0.01357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,0,0,0,0,0,0,0,0,0,0,0,0,0.01812,0.01974,0.01789,0.0202,0.01944,0.01945,0.01826,0.01824,0.01887,0.01804,0.019,0.01813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,0,0,0,0,0,0,0,0,0,0,0,0,0.07066,0.076,0.07063,0.08565,0.07978,0.07658,0.06993,0.06952,0.07089,0.06917,0.07298,0.07097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,0,0,0,0,0,0,0,0,0,0,0,0,0.05154,0.05521,0.05128,0.059,0.06062,0.05745,0.05159,0.05126,0.05227,0.05032,0.05351,0.05179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357,0,0,0,0,0,0,0,0,0,0,0,0,0.05018,0.05397,0.05016,0.0563,0.05731,0.05505,0.05013,0.04984,0.05082,0.04913,0.05184,0.05041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,358,0,0,0,0,0,0,0,0,0,0,0,0,0.01527,0.01633,0.01526,0.01604,0.01807,0.01704,0.01525,0.01514,0.01538,0.01486,0.01577,0.01536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,359,0,0,0,0,0,0,0,0,0,0,0,0,0.00952,0.01018,0.00952,0.00999,0.01126,0.01062,0.00951,0.00944,0.00959,0.00926,0.00983,0.00958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,0,0,0,0,0,0,0,0,0,0,0,0,0.11445,0.12349,0.11441,0.12675,0.12696,0.12323,0.11354,0.11299,0.11546,0.11242,0.11821,0.11486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,361,0,0,0,0,0,0,0,0,0,0,0,0,0.00872,0.00932,0.00872,0.00916,0.01032,0.00973,0.00871,0.00864,0.00878,0.00848,0.00901,0.00877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,0,0,0,0,0,0,0,0,0,0,0,0,0.00843,0.00914,0.00827,0.01127,0.00939,0.00923,0.00849,0.00848,0.00878,0.00839,0.00892,0.00845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,363,0,0,0,0,0,0,0,0,0,0,0,0,0.00819,0.00874,0.00818,0.00892,0.00978,0.00918,0.00818,0.00811,0.00823,0.00795,0.00846,0.00824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,0,0,0,0,0,0,0,0,0,0,0,0,0.02702,0.02897,0.02662,0.02949,0.03072,0.02921,0.02685,0.02675,0.02779,0.02619,0.02787,0.02659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,0,0,0,0,0,0,0,0,0,0,0,0,0.0761,0.0818,0.07607,0.07565,0.08717,0.0836,0.07601,0.07557,0.07704,0.07447,0.07861,0.07645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,366,0,0,0,0,0,0,0,0,0,0,0,0,0.02157,0.02298,0.02117,0.02356,0.02529,0.02357,0.02138,0.02129,0.02215,0.02072,0.02223,0.02113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,367,0,0,0,0,0,0,0,0,0,0,0,0,0.01284,0.01394,0.01261,0.05384,0.01417,0.014,0.01297,0.01295,0.01341,0.01276,0.01354,0.01285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,368,0,0,0,0,0,0,0,0,0,0,0,0,0.00604,0.00649,0.00592,0.00698,0.00694,0.00664,0.00606,0.00604,0.00627,0.00591,0.00632,0.00599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,369,0,0,0,0,0,0,0,0,0,0,0,0,0.16277,0.1756,0.16271,0.16219,0.18227,0.17689,0.16257,0.16178,0.16532,0.15988,0.16815,0.16339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,370,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.00545,0.00503,0.00565,0.00607,0.00563,0.00508,0.00506,0.00526,0.00491,0.00528,0.00502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,371,0,0,0,0,0,0,0,0,0,0,0,0,0.02852,0.0306,0.02828,0.03128,0.0326,0.03108,0.0284,0.02827,0.02912,0.02775,0.02944,0.02833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,0,0,0,0,0,0,0,0,0,0,0,0,0.02492,0.02676,0.02491,0.0253,0.02869,0.02744,0.02489,0.02474,0.0252,0.02436,0.02574,0.02504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,373,0,0,0,0,0,0,0,0,0,0,0,0,0.00757,0.00822,0.00743,0.03271,0.00836,0.00826,0.00765,0.00764,0.00791,0.00752,0.00798,0.00758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,374,0,0,0,0,0,0,0,0,0,0,0,0,0.00668,0.0071,0.00655,0.0071,0.00794,0.00734,0.00662,0.00659,0.00686,0.0064,0.00688,0.00653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,375,0,0,0,0,0,0,0,0,0,0,0,0,0.00853,0.00906,0.00836,0.00907,0.01013,0.00937,0.00845,0.00841,0.00875,0.00817,0.00879,0.00834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,376,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.00689,0.00636,0.00719,0.00782,0.00718,0.00643,0.0064,0.00667,0.0062,0.0067,0.00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,377,0,0,0,0,0,0,0,0,0,0,0,0,0.08396,0.09127,0.08259,0.097,0.09196,0.09116,0.08476,0.08465,0.08763,0.08351,0.08841,0.08406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,378,0,0,0,0,0,0,0,0,0,0,0,0,0.00803,0.00857,0.00803,0.00951,0.00964,0.00902,0.00802,0.00796,0.00807,0.0078,0.0083,0.00808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,379,0,0,0,0,0,0,0,0,0,0,0,0,0.01103,0.01197,0.01082,0.03192,0.01219,0.01203,0.01111,0.01109,0.01149,0.01097,0.01165,0.01105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380,0,0,0,0,0,0,0,0,0,0,0,0,0.00698,0.00746,0.00698,0.00854,0.00831,0.00781,0.00697,0.00692,0.00703,0.00679,0.00721,0.00703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,381,0,0,0,0,0,0,0,0,0,0,0,0,0.00885,0.0095,0.00885,0.00985,0.01024,0.00977,0.00884,0.00878,0.00895,0.00865,0.00914,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,382,0,0,0,0,0,0,0,0,0,0,0,0,0.01465,0.01559,0.01437,0.01587,0.0173,0.01606,0.01452,0.01445,0.01504,0.01405,0.0151,0.01434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,383,0,0,0,0,0,0,0,0,0,0,0,0,0.01744,0.0187,0.01719,0.01909,0.01977,0.01882,0.01732,0.01726,0.01793,0.01691,0.01798,0.01716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,384,0,0,0,0,0,0,0,0,0,0,0,0,0.00881,0.00956,0.00865,0.01242,0.00976,0.00961,0.00885,0.00884,0.00915,0.00878,0.00933,0.00885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,385,0,0,0,0,0,0,0,0,0,0,0,0,0.01076,0.01147,0.01075,0.01172,0.01294,0.01209,0.01074,0.01066,0.01081,0.01044,0.01111,0.01083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,386,0,0,0,0,0,0,0,0,0,0,0,0,0.02293,0.02433,0.02241,0.0258,0.02754,0.02535,0.02274,0.02262,0.02356,0.02193,0.02369,0.02243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,387,0,0,0,0,0,0,0,0,0,0,0,0,0.0854,0.09263,0.08538,0.08627,0.09239,0.09138,0.08534,0.08506,0.08723,0.08437,0.08823,0.08562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,0,0,0,0,0,0,0,0,0,0,0,0,0.00892,0.00949,0.00881,0.01092,0.01066,0.0099,0.00886,0.00881,0.00907,0.00858,0.0092,0.00883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,389,0,0,0,0,0,0,0,0,0,0,0,0,1.5338,1.66206,1.53339,1.59181,1.65204,1.62728,1.51941,1.51391,1.55141,1.51343,1.58435,1.53787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,390,0,0,0,0,0,0,0,0,0,0,0,0,0.00703,0.0075,0.00702,0.00877,0.0084,0.00788,0.00702,0.00696,0.00706,0.00682,0.00726,0.00707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,391,0,0,0,0,0,0,0,0,0,0,0,0,0.01256,0.01349,0.01239,0.01285,0.01416,0.01354,0.01248,0.01244,0.01292,0.0122,0.01296,0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
