OID,SUBBASIN,WUPND1,WUPND2,WUPND3,WUPND4,WUPND5,WUPND6,WUPND7,WUPND8,WUPND9,WUPND10,WUPND11,WUPND12,WURCH1,WURCH2,WURCH3,WURCH4,WURCH5,WURCH6,WURCH7,WURCH8,WURCH9,WURCH10,WURCH11,WURCH12,WUSHAL1,WUSHAL2,WUSHAL3,WUSHAL4,WUSHAL5,WUSHAL6,WUSHAL7,WUSHAL8,WUSHAL9,WUSHAL10,WUSHAL11,WUSHAL12,WUDEEP1,WUDEEP2,WUDEEP3,WUDEEP4,WUDEEP5,WUDEEP6,WUDEEP7,WUDEEP8,WUDEEP9,WUDEEP10,WUDEEP11,WUDEEP12
203,203,0,0,0,0,0,0,0,0,0,0,0,0,0.00632,0.00682,0.00625,0.00707,0.00725,0.00703,0.0063,0.00624,0.0065,0.00619,0.00663,0.00624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,0,0,0,0,0,0,0,0,0,0,0,0,0.00349,0.00374,0.00342,0.00387,0.00412,0.00387,0.00355,0.00353,0.0036,0.00345,0.00369,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,0,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.03146,0.02882,0.0321,0.03267,0.03196,0.02891,0.0287,0.02985,0.0286,0.03047,0.02881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,0,0,0,0,0,0,0,0,0,0,0,0,0.0204,0.02217,0.02028,0.02198,0.02201,0.02191,0.02027,0.02017,0.02093,0.02018,0.02128,0.02028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,207,0,0,0,0,0,0,0,0,0,0,0,0,0.00388,0.00416,0.00382,0.00444,0.00462,0.00441,0.00386,0.00382,0.00399,0.00377,0.00409,0.00382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,0,0,0,0,0,0,0,0,0,0,0,0,0.00324,0.00348,0.00318,0.00355,0.00374,0.00356,0.00328,0.00327,0.00334,0.0032,0.00341,0.00326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,0,0,0,0,0,0,0,0,0,0,0,0,0.02425,0.02639,0.02412,0.02602,0.02595,0.02595,0.02415,0.02405,0.02495,0.02401,0.02525,0.02411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,0,0,0,0,0,0,0,0,0,0,0,0,0.01099,0.01187,0.01088,0.01224,0.01252,0.01218,0.01096,0.01087,0.01131,0.01078,0.01152,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,0,0,0,0,0,0,0,0,0,0,0,0,0.0838,0.0904,0.08288,0.09341,0.09578,0.09293,0.08319,0.08246,0.08587,0.08214,0.08797,0.08286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,0,0,0,0,0,0,0,0,0,0,0,0,0.04763,0.05179,0.04735,0.05137,0.05135,0.05123,0.04754,0.04732,0.0491,0.04711,0.04962,0.04733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,0,0,0,0,0,0,0,0,0,0,0,0,0.02378,0.02564,0.02351,0.02656,0.02727,0.02642,0.0236,0.02339,0.02436,0.0233,0.02497,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0.00288,0.00263,0.00292,0.00306,0.00292,0.00271,0.0027,0.00276,0.00265,0.00281,0.00269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,0,0,0,0,0,0,0,0,0,0,0,0.0824,0.09035,0.08228,0.08558,0.08311,0.08554,0.08247,0.08246,0.08522,0.08236,0.0853,0.08241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,0,0,0,0,0,0,0,0,0,0,0,0,0.00871,0.00939,0.00861,0.00968,0.00994,0.00963,0.00859,0.00851,0.00887,0.00854,0.00915,0.00862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0,0,0,0,0,0,0,0,0,0,0,0,0.06507,0.07052,0.06455,0.07043,0.0712,0.07015,0.06388,0.06347,0.06596,0.0643,0.06819,0.06471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,0,0,0,0,0,0,0,0,0,0,0,0.08534,0.09267,0.08476,0.09105,0.0915,0.09075,0.08318,0.08272,0.08589,0.08466,0.08942,0.08511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,0,0,0,0,0,0,0,0,0,0,0,0.10797,0.11675,0.10694,0.11859,0.12074,0.11805,0.10661,0.1058,0.11007,0.10627,0.11323,0.10706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,0,0,0,0,0,0,0,0,0,0,0,0,0.04678,0.05067,0.04639,0.05067,0.0513,0.05047,0.04585,0.04555,0.04734,0.04621,0.04905,0.04651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0.0373,0.03417,0.03812,0.0388,0.03794,0.03433,0.03408,0.03545,0.0339,0.03613,0.03415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,0,0,0,0,0,0,0,0,0,0,0,0,0.01069,0.01165,0.01057,0.0115,0.01143,0.01146,0.01077,0.01076,0.01113,0.01065,0.0112,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,213,0,0,0,0,0,0,0,0,0,0,0,0,0.03491,0.03757,0.03447,0.03926,0.04052,0.03903,0.03462,0.03428,0.03573,0.03413,0.03671,0.03447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0.00092,0.00084,0.00093,0.00093,0.00092,0.00085,0.00085,0.00088,0.00084,0.00089,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,0,0,0,0,0,0,0,0,0,0,0,0,0.02999,0.03255,0.02966,0.03274,0.03298,0.0326,0.03001,0.02988,0.031,0.02966,0.03143,0.02985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,0,0,0,0,0,0,0,0,0,0,0,0,0.37097,0.40169,0.36778,0.40013,0.40581,0.39848,0.36042,0.35791,0.37214,0.36695,0.38982,0.36941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,0,0,0,0,0,0,0,0,0,0,0,0,0.01305,0.01418,0.01286,0.01423,0.01429,0.01416,0.01313,0.0131,0.01357,0.01296,0.01372,0.01304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,218,0,0,0,0,0,0,0,0,0,0,0,0,0.02182,0.02367,0.02158,0.02383,0.02401,0.02372,0.02183,0.02173,0.02255,0.02157,0.02286,0.02171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,0,0,0,0,0,0,0,0,0,0,0,0,0.02597,0.02804,0.0257,0.02885,0.02949,0.02871,0.02584,0.02563,0.02667,0.02547,0.02722,0.02568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,220,0,0,0,0,0,0,0,0,0,0,0,0,0.15252,0.16474,0.15096,0.16702,0.1707,0.16621,0.14892,0.1477,0.15374,0.15025,0.16044,0.15145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,0,0,0,0,0,0,0,0,0,0,0,0,0.00278,0.00302,0.00273,0.00302,0.00303,0.00301,0.0028,0.0028,0.0029,0.00276,0.00292,0.00278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,0,0,0,0,0,0,0,0,0,0,0,0,0.18631,0.20223,0.1828,0.20499,0.20674,0.20375,0.18835,0.18806,0.19473,0.18516,0.19675,0.18656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00091,0.00082,0.00091,0.00091,0.0009,0.00084,0.00084,0.00087,0.00083,0.00088,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0.0003,0.00027,0.0003,0.0003,0.0003,0.00028,0.00028,0.00029,0.00027,0.00029,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,0,0,0,0,0,0,0,0,0,0,0,0,0.00823,0.00892,0.00816,0.009,0.0091,0.00897,0.00819,0.00814,0.00846,0.00811,0.0086,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,0,0,0,0,0,0,0,0,0,0,0,0,0.10571,0.11594,0.10561,0.1096,0.10631,0.10956,0.10577,0.10576,0.1093,0.10568,0.10936,0.10572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,0,0,0,0,0,0,0,0,0,0,0,0,0.0155,0.01686,0.01526,0.01689,0.01693,0.01681,0.01565,0.01563,0.01618,0.01542,0.01632,0.01552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0.04322,0.0393,0.04152,0.04065,0.04145,0.03961,0.0396,0.04094,0.03943,0.04105,0.03951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,0,0,0,0,0,0,0,0,0,0,0,0,0.00982,0.01068,0.00966,0.01069,0.01071,0.01064,0.00991,0.00989,0.01024,0.00977,0.01033,0.00983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,0,0,0,0,0,0,0,0,0,0,0,0,0.11524,0.12573,0.11481,0.12227,0.12085,0.12204,0.11494,0.1146,0.11873,0.11447,0.11973,0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,0,0,0,0,0,0,0,0,0,0,0,0,1.25261,1.37254,1.24944,1.30563,1.27106,1.30452,1.25449,1.25424,1.29641,1.25154,1.29815,1.25281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,0,0,0,0,0,0,0,0,0,0,0,0,0.00623,0.00677,0.00613,0.00679,0.0068,0.00675,0.00628,0.00628,0.0065,0.00619,0.00655,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,0,0,0,0,0,0,0,0,0,0,0,0,0.02454,0.02674,0.02424,0.02643,0.02629,0.02632,0.02472,0.0247,0.02556,0.02444,0.02572,0.02456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,0,0,0,0,0,0,0,0,0,0,0,0,0.00667,0.00725,0.00656,0.00727,0.0073,0.00724,0.00673,0.00672,0.00696,0.00663,0.00702,0.00668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,0,0,0,0,0,0,0,0,0,0,0,0,0.20079,0.21939,0.20023,0.21164,0.20808,0.21135,0.20044,0.2,0.20707,0.19978,0.20831,0.20021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,0,0,0,0,0,0,0,0,0,0,0,0,0.01544,0.01681,0.01524,0.01664,0.01657,0.01657,0.01555,0.01554,0.01608,0.01537,0.01618,0.01545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,0,0,0,0,0,0,0,0,0,0,0,0,0.02606,0.02833,0.02566,0.02838,0.02846,0.02824,0.02626,0.02622,0.02715,0.02591,0.02741,0.02607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,0,0,0,0,0,0,0,0,0,0,0,0,0.03907,0.04203,0.03857,0.0441,0.04558,0.04384,0.0388,0.03841,0.04005,0.03816,0.04109,0.03854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,0,0,0,0,0,0,0,0,0,0,0,0,0.04577,0.04996,0.04562,0.04851,0.04787,0.04843,0.04572,0.0456,0.04723,0.04548,0.04752,0.0456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,0,0,0,0,0,0,0,0,0,0,0,0,0.01304,0.0141,0.01291,0.0144,0.01465,0.01434,0.013,0.0129,0.01342,0.01281,0.01364,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,0,0,0,0,0,0,0,0,0,0,0,0,0.1912,0.20722,0.18966,0.20673,0.20899,0.20594,0.18751,0.18631,0.19362,0.18899,0.20039,0.19017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,0,0,0,0,0,0,0,0,0,0,0,0,87.57071,67.9699,64.28867,33.60163,18.63077,32.48727,38.60332,29.43523,11.65459,26.35736,47.03918,69.04878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0.94655,0.8608,0.90864,0.88934,0.90717,0.8672,0.86686,0.89624,0.86373,0.89901,0.86541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,0,0,0,0,0,0,0,0,0,0,0,0,73.68834,64.89675,71.52946,38.60208,2.93676,16.0479,19.46703,21.75706,7.30884,15.05736,20.80401,43.93111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,0,0,0,0,0,0,0,0,0,0,0,0,94.90272,105.45764,107.45274,50.0068,8.63583,14.36375,23.11281,8.80557,1.9317,33.49803,41.73938,70.52622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,0,0,0,0,0,0,0,0,0,0,0,0,0.00601,0.00659,0.006,0.00623,0.00604,0.00623,0.00601,0.00601,0.00621,0.00601,0.00621,0.00601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,0,0,0,0,0,0,0,0,0,0,0,0,0.21628,0.23718,0.21604,0.22432,0.21765,0.22424,0.2164,0.21639,0.22363,0.21621,0.22378,0.2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,0,0,0,0,0,0,0,0,0,0,0,0,0.09863,0.10816,0.09852,0.10229,0.09925,0.10225,0.09868,0.09867,0.10197,0.09859,0.10205,0.09864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,0,0,0,0,0,0,0,0,0,0,0,0,0.27338,0.29963,0.2728,0.28455,0.27675,0.28435,0.27373,0.27368,0.28287,0.27319,0.28319,0.27342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.00633,0.00689,0.00624,0.00684,0.00683,0.00681,0.00635,0.00635,0.00657,0.00631,0.00666,0.00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,0,0,0,0,0,0,0,0,0,0,0,0,0.0409,0.04454,0.04036,0.04413,0.044,0.04394,0.0411,0.04105,0.04248,0.04077,0.04297,0.04099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0.0033,0.00299,0.00325,0.00323,0.00323,0.00304,0.00303,0.00314,0.00302,0.00317,0.00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,0,0,0,0,0,0,0,0,0,0,0,0,0.13291,0.14558,0.13249,0.13883,0.13535,0.13868,0.13313,0.1331,0.13759,0.13278,0.13786,0.13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,0,0,0,0,0,0,0,0,0,0,0,0,0.0432,0.04695,0.04248,0.04719,0.0474,0.04694,0.04356,0.04351,0.04504,0.04299,0.04555,0.04328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0.00039,0.00035,0.00039,0.00038,0.00038,0.00036,0.00036,0.00037,0.00036,0.00038,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,0,0,0,0,0,0,0,0,0,0,0,0,0.00446,0.00486,0.00441,0.00481,0.00479,0.00479,0.0045,0.00449,0.00465,0.00444,0.00468,0.00447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,0,0,0,0,0,0,0,0,0,0,0,0,0.29116,0.31929,0.29083,0.302,0.29303,0.30189,0.29133,0.2913,0.30105,0.29106,0.30126,0.29118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.02304,0.02098,0.02178,0.02112,0.02177,0.02101,0.02101,0.02172,0.021,0.02173,0.02101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,259,0,0,0,0,0,0,0,0,0,0,0,0,0.02129,0.02314,0.02094,0.02324,0.02333,0.02312,0.02149,0.02146,0.02222,0.02118,0.02243,0.02132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,0,0,0,0,0,0,0,0,0,0,0,0,0.00466,0.00507,0.00458,0.00509,0.00511,0.00506,0.0047,0.0047,0.00486,0.00464,0.00491,0.00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,0,0,0,0,0,0,0,0,0,0,0,0,0.02742,0.02982,0.02699,0.02984,0.0299,0.02969,0.02766,0.02762,0.02859,0.02728,0.02885,0.02745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,0,0,0,0,0,0,0,0,0,0,0,0,0.11572,0.12691,0.1156,0.12,0.11642,0.11996,0.11577,0.11576,0.11963,0.11569,0.11973,0.11574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0.00174,0.00157,0.00178,0.0018,0.00177,0.00163,0.00162,0.00168,0.0016,0.0017,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,0,0,0,0,0,0,0,0,0,0,0,0,0.25085,0.27493,0.25032,0.26108,0.25393,0.2609,0.25112,0.25108,0.25951,0.25069,0.25986,0.2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,0,0,0,0,0,0,0,0,0,0,0,0,0.00686,0.00747,0.00677,0.00741,0.00738,0.00738,0.00692,0.00691,0.00715,0.00683,0.0072,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,0,0,0,0,0,0,0,0,0,0,0,0,0.04238,0.04644,0.04228,0.04412,0.04292,0.04409,0.04243,0.04242,0.04384,0.04235,0.0439,0.04238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,0,0,0,0,0,0,0,0,0,0,0,0,0.00803,0.00871,0.00787,0.00884,0.00893,0.00879,0.00811,0.0081,0.00839,0.00798,0.00848,0.00804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,0,0,0,0,0,0,0,0,0,0,0,0,0.30664,0.33617,0.30613,0.31866,0.30958,0.31848,0.30694,0.3069,0.31718,0.30647,0.31746,0.30667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,0,0,0,0,0,0,0,0,0,0,0,0,0.10462,0.11388,0.10316,0.11313,0.11295,0.11262,0.10513,0.10501,0.10868,0.10429,0.11002,0.10487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0.17111,0.15588,0.16162,0.1567,0.16158,0.15607,0.15606,0.16127,0.15596,0.16134,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,0,0,0,0,0,0,0,0,0,0,0,0,0.00636,0.0069,0.0063,0.00695,0.00701,0.00692,0.00635,0.00631,0.00656,0.00628,0.00666,0.00632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,0,0,0,0,0,0,0,0,0,0,0,0,0.07118,0.07773,0.07058,0.07568,0.07466,0.07547,0.07151,0.07146,0.07391,0.071,0.07429,0.07123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,0,0,0,0,0,0,0,0,0,0,0,0,0.04288,0.04671,0.04233,0.04619,0.04601,0.046,0.04305,0.04301,0.0445,0.04276,0.04504,0.04298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,0,0,0,0,0,0,0,0,0,0,0,0,0.01061,0.01155,0.01046,0.01152,0.01152,0.01147,0.0107,0.01069,0.01107,0.01056,0.01116,0.01062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,0,0,0,0,0,0,0,0,0,0,0,0,0.08042,0.08817,0.08029,0.08359,0.08123,0.08354,0.08049,0.08048,0.08318,0.08038,0.08328,0.08044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,0,0,0,0,0,0,0,0,0,0,0,0,0.01813,0.01968,0.01778,0.01998,0.02017,0.01985,0.01833,0.0183,0.01895,0.01802,0.01916,0.01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,0,0,0,0,0,0,0,0,0,0,0,0,0.07913,0.08658,0.07873,0.08319,0.08146,0.08305,0.07936,0.07933,0.08202,0.079,0.08225,0.07916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,0,0,0,0,0,0,0,0,0,0,0,0,0.30824,0.33796,0.30779,0.32009,0.31083,0.31993,0.30848,0.30844,0.31878,0.30809,0.31905,0.30827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,0,0,0,0,0,0,0,0,0,0,0,0,0.04409,0.04828,0.04393,0.04612,0.04501,0.04606,0.04417,0.04416,0.04565,0.04405,0.04576,0.04411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,0,0,0,0,0,0,0,0,0,0,0,0,0.07118,0.07796,0.07095,0.07437,0.07253,0.07429,0.07132,0.0713,0.0737,0.0711,0.07383,0.07119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,0,0,0,0,0,0,0,0,0,0,0,0,1.07939,1.184,1.07865,1.11795,1.08364,1.1177,1.07978,1.07972,1.1158,1.07916,1.11626,1.07945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,282,0,0,0,0,0,0,0,0,0,0,0,0,0.01681,0.01824,0.01648,0.01853,0.01871,0.01841,0.017,0.01697,0.01757,0.01671,0.01777,0.01684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,0,0,0,0,0,0,0,0,0,0,0,0,0.76929,0.84383,0.76874,0.79691,0.77253,0.79671,0.7696,0.76955,0.79527,0.76912,0.79562,0.76934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,284,0,0,0,0,0,0,0,0,0,0,0,0,1.3217,1.44984,1.32088,1.36864,1.32644,1.36836,1.32214,1.32208,1.36624,1.32144,1.36675,1.32177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,0,0,0,0,0,0,0,0,0,0,0,0,0.34103,0.37408,0.34079,0.35326,0.34244,0.35317,0.34117,0.34115,0.35255,0.34096,0.3527,0.34105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,0,0,0,0,0,0,0,0,0,0,0,0,0.17101,0.18755,0.17083,0.17736,0.17206,0.17729,0.17112,0.17111,0.17683,0.17095,0.17693,0.17103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,287,0,0,0,0,0,0,0,0,0,0,0,0,0.24187,0.26529,0.24167,0.25062,0.24301,0.25056,0.24198,0.24196,0.25005,0.2418,0.25017,0.24188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,0,0,0,0,0,0,0,0,0,0,0,0,0.00511,0.00555,0.00501,0.00563,0.00569,0.0056,0.00517,0.00516,0.00534,0.00508,0.0054,0.00512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,0,0,0,0,0,0,0,0,0,0,0,0,0.22761,0.24962,0.22739,0.23598,0.22889,0.2359,0.22774,0.22772,0.23534,0.22753,0.23546,0.22762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,290,0,0,0,0,0,0,0,0,0,0,0,0,0.00538,0.00584,0.00528,0.00593,0.00599,0.0059,0.00544,0.00543,0.00563,0.00535,0.00569,0.00539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,0,0,0,0,0,0,0,0,0,0,0,0,0.01073,0.01164,0.01052,0.01184,0.01196,0.01176,0.01085,0.01083,0.01122,0.01066,0.01134,0.01074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,0,0,0,0,0,0,0,0,0,0,0,0,0.38571,0.42315,0.38554,0.39917,0.3867,0.39911,0.38581,0.3858,0.39867,0.38565,0.39877,0.38572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
