Sbswat,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
68,0.0,-0.024333333333333332,-0.048666666666666664,-0.073,-0.09733333333333333,-0.12166666666666666
69,0.0,-0.0635,-0.127,-0.1905,-0.254,-0.3175
70,0.0,-0.0685,-0.137,-0.20550000000000002,-0.274,-0.34249999999999997
71,0.0,-0.10399999999999998,-0.20800000000000002,-0.312,-0.41600000000000004,-0.52
72,0.0,-0.07500000000000001,-0.15000000000000002,-0.22500000000000003,-0.30000000000000004,-0.375
73,0.0,-0.21516666666666673,-0.43033333333333335,-0.6455,-0.8606666666666667,-1.0758333333333332
74,0.0,-0.07250000000000001,-0.14500000000000002,-0.21750000000000003,-0.29000000000000004,-0.3625
75,0.0,-0.04983333333333331,-0.09966666666666665,-0.1495,-0.1993333333333333,-0.24916666666666665
76,0.0,-0.09116666666666667,-0.18233333333333335,-0.2735,-0.3646666666666667,-0.45583333333333337
77,0.0,-0.0655,-0.131,-0.1965,-0.262,-0.3275
78,0.0,-0.12249999999999994,-0.245,-0.3675,-0.49,-0.6125
79,0.0,-0.17799999999999994,-0.356,-0.534,-0.712,-0.89
80,0.0,-0.0633333333333333,-0.12666666666666665,-0.19,-0.2533333333333333,-0.31666666666666665
81,0.0,-0.054833333333333345,-0.10966666666666666,-0.1645,-0.21933333333333332,-0.27416666666666667
82,0.0,-0.15966666666666673,-0.31933333333333336,-0.479,-0.6386666666666667,-0.7983333333333333
83,0.0,-0.056333333333333346,-0.11266666666666666,-0.169,-0.22533333333333333,-0.2816666666666667
84,0.0,-0.0743333333333333,-0.14866666666666667,-0.223,-0.29733333333333334,-0.3716666666666667
85,0.0,-0.05616666666666664,-0.11233333333333334,-0.1685,-0.22466666666666668,-0.2808333333333334
86,0.0,-0.36683333333333334,-0.7336666666666667,-1.1005,-1.4673333333333334,-1.8341666666666667
87,0.0,-0.10950000000000004,-0.21900000000000003,-0.3285,-0.43800000000000006,-0.5475
88,0.0,-0.1296666666666666,-0.2593333333333333,-0.389,-0.5186666666666666,-0.6483333333333333
89,0.0,-0.12550000000000006,-0.251,-0.3765,-0.502,-0.6275
90,0.0,-0.05399999999999999,-0.10800000000000001,-0.162,-0.21600000000000003,-0.27
91,0.0,-0.0743333333333333,-0.14866666666666667,-0.223,-0.29733333333333334,-0.3716666666666667
